      81      52     143    2015       2       1       0 3310546219     3310511070     3340025639           0  1
      82      52      41    2016       2       1       0 3310546221     3310511070     3310429963           0  1
      83      52      51    2016       2       1       0 3310546222     3310511070     3310510839           0  1
      84      52      39    2016       2       1       0 3310546224     3310511070     3310429961           0  1
      85      52      43    2016       2       1       0 3310546225     3310511070     3310507204           0  1
      86     129     140    2016       2       1       0 3310546226     3340018990     3340025631           0  1
      87      52     137    2016       2       1       0 3310546228     3310511070     3340024046           0  1
      88     129      44    2016       1       1       0 3310546231     3340018990     3310507206           0  1
      89     129     139    2016       2       1       0 3310546233     3340018990     3340024048           0  1
      90      67       6    2016       2       1       0 3310547038     3310530192     0911216623           0  1
      91     147      29    2015       2       1       0 3310547387     4004294146     3310195031           0  1
      92      45      21    2015       2       1       0 3310547388     3310510831     3310100051           1  1
      93      45      58    2016       2       1       0 3310547390     3310510831     3310519152           0  1
      94      45      68    2016       2       1       0 3310547391     3310510831     3310530194           0  1
      95      19      38    2016       2       1       0 3310547392     3310052861     3310429960           0  1
      96      45      29    2016       2       1       0 3310547393     3310510831     3310195031           0  1
      97      45      56    2016       2       1       0 3310547394     3310510831     3310516330           0  1
      98      45      21    2016       1       1       0 3310547395     3310510831     3310100051           0  1
      99      45      32    2016       2       1       0 3310547396     3310510831     3310313039           0  1
     100      20     101    2017       1       1       0 3310550704     3310088030     3310551490           0  1
     101      45     141    2016       2       1       0 3310551490     3310510831     3340025633           1  2
     102      45     141    2016       2       1       0 33105514902    3310510831     3340025633           0  1
     103      45      53    2016       1       1       0 3310551492     3310510831     3310516326           0  1
     104      20     151    2017       1       1       0 3310551493     3310088030     4004334907           0  1
     105     129     132    2016       2       1       0 3310553906     3340018990     3340024040           0  1
     106     129     126    2016       2       1       0 3310553907     3340018990     3340018987           0  1
     107      52     122    2016       2       1       0 3310553908     3310511070     3340013015           0  1
     108      52      46    2016       2       1       0 3310553912     3310511070     3310510832           0  1
     109      52     134    2016       2       1       0 3310553914     3310511070     3340024042           0  1
     110     129     130    2016       2       1       0 3310553915     3340018990     3340018991           0  1
     111     129      31    2017       2       1       0 3310553916     3340018990     3310195033           0  1
     112     129     140    2017       1       1       0 3310553917     3340018990     3340025631           0  1
     113      45      58    2017       1       1       0 3310560838     3310510831     3310519152           0  1
     114     142     146    2017       2       1       0 3310560839     3340025638     4004294145           0  1
     115     142      15    2017       1       1       0 3310560840     3340025638     3310006218           0  1
     116      45      68    2017       2       1       0 3310561659     3310510831     3310530194           0  1
     117      45      38    2017       1       1       0 3310561660     3310510831     3310429960           0  1
     118      45      56    2017       2       1       0 3310561661     3310510831     3310516330           0  1
     119      20      26    2017       1       1       0 3310564443     3310088030     3310174957           0  1
     120      20      53    2017       1       1       0 3310564444     3310088030     3310516326           0  1
     121       1      11    2004       2       1       0 3340007811     0000000003     3301553342           5  1
     122       2      12    2008       2       1       0 3340013015     0000000004     3301553343           6  1
     123       2      18    2009       2       1       0 3340013017     0000000004     3310012255           3  1
     124      19      21    2009       2       1       0 3340018075     3310052861     3310100051           3  1
     125      19      37    2009       2       1       0 3340018986     3310052861     3310403826           2  1
     126      19      28    2010       2       1       0 3340018987     3310052861     3310174959           3  1
     127      19      29    2010       2       1       0 3340018988     3310052861     3310195031           3  1
     128      19      31    2010       2       1       0 3340018989     3310052861     3310195033           1  1
     129      23      32    2010       1       1       0 3340018990     3310133577     3310313039          25  2
     130      19     122    2010       2       1       0 3340018991     3310052861     3340013015           2  1
     131      19      37    2010       2       1       0 3340018992     3310052861     3310403826           3  1
     132      19      28    2011       2       1       0 3340024040     3310052861     3310174959           3  1
     133      19     122    2011       2       1       0 3340024041     3310052861     3340013015           0  1
     134      20     126    2011       2       1       0 3340024042     3310088030     3340018987           2  1
     135      19     123    2011       2       1       0 3340024044     3310052861     3340013017           2  1
     136      19      32    2011       2       1       0 3340024045     3310052861     3310313039           2  1
     137      19      28    2012       2       1       0 3340024046     3310052861     3310174959           2  1
     138      20     124    2012       2       1       0 3340024047     3310088030     3340018075           1  1
     139      19      39    2012       2       1       0 3340024048     3310052861     3310429961           1  1
     140      19     124    2011       2       1       0 3340025631     3310052861     3340018075           3  1
     141      23      29    2011       2       1       0 3340025633     3310133577     3310195031           2  1
     142      19      32    2013       1       1       0 3340025638     3310052861     3310313039           9  1
     143      23      40    2013       2       1       0 3340025639     3310133577     3310429962           1  1
     144       0       0       0       2       1       0 4003330738     0000000000     0000000000           3  3
     145       0       0       0       1       1       0 4003370739     0000000000     0000000000           3  4
     146       3      35    2011       2       1       0 4004294145     0000000005     3310399681           2  1
     147      20      22    2012       1       1       0 4004294146     3310088030     3310100393          10  2
     148      20      30    2012       2       1       0 4004294149     3310088030     3310195032           1  1
     149      20     131    2012       2       1       0 4004334487     3310088030     3340018992           1  1
     150      20      35    2012       2       1       0 4004334488     3310088030     3310399681           2  1
     151      19      15    2014       2       1       0 4004334907     3310052861     3310006218           1  1
     152     129     146    2014       1       1       0 4004334908     3340018990     4004294145           0  1
     153     129     138    2014       2       1       0 4004334909     3340018990     3340024047           0  1
     154     129      35    2014       2       1       0 4004366172     3340018990     3310399681           0  1
     155     129     121    2014       2       1       0 4004366173     3340018990     3340007811           0  1
     156     129     131    2014       2       1       0 4004366175     3340018990     3340018992           0  1
