2099369947	0000000000	0000000000	1966	2	1	0
0099367951	0000000000	2099369947	1975	3	1	0
0099369248	0000000000	0000000000	1964	2	1	0
2099369275	0000000000	0000000000	1964	2	1	0
0099369253	0000000000	2099369275	1969	2	1	0
0099367575	0000000000	0099369248	1970	2	1	0
0099367695	0000000000	0099369248	1972	2	1	0
0099367758	0000000000	0099369248	1973	2	1	0
0000000176	0000000000	0099367695	1978	2	1	0
0099368350	0000000000	0099367758	1979	2	1	0
2099369882	0000000000	0000000000	1966	2	1	0
2099369919	0000000000	2099369882	1976	2	1	0
0099368946	0000000000	2099369919	1985	2	1	0
2099369283	0000000000	0000000000	0000	2	1	0
0099367485	0060007265	2099369283	1969	2	1	0
0099369258	0000000000	0000000000	1984	2	1	0
0099368342	0000000000	0099369258	2001	3	1	0
0099367206	0000000000	0000000000	1960	2	1	0
0099367896	0000000000	0099367206	1974	2	1	0
0099368497	0000000000	0099367896	1981	2	1	0
2099369293	0000000000	0000000000	0000	2	1	0
0099367453	0060007265	2099369293	1968	2	1	0
0099367812	0000000000	0099367453	1974	2	1	0
0049066167	0000000000	0000000000	1967	2	1	0
0075006172	0000000000	0049066167	1975	1	1	0
0099367356	0000000000	0000000000	1973	2	1	0
0099368727	0076032178	0099367356	1983	2	1	0
0099368883	0076032178	0099367356	1984	2	1	0
0099368921	0076032178	0099367356	1985	2	1	0
0099369114	0076032178	0099367356	1986	3	1	0
0099369158	0000000000	0099367356	1987	2	1	0
0099367266	0000000000	0099367356	1988	3	1	0
0099367381	0000000000	0000000000	1967	2	1	0
0099367579	0000000000	0099367381	1970	2	1	0
0099367776	0000000000	0099367381	1973	2	1	0
0099367935	0000000000	0099367381	1974	2	1	0
0099368004	0000000000	0099367776	1976	2	1	0
0099368135	0000000000	0099367381	1977	3	1	0
0099368246	0000000000	0099367381	1978	3	1	0
0099368443	0000000000	0099367776	1980	2	1	0
0099368647	0000000000	0099367776	1982	3	1	0
0099368627	0000000000	0099367935	1982	2	1	0
0099368718	0000000000	0099367935	1983	3	1	0
0099368680	0000000000	0099367776	1983	2	1	0
0099368870	0000000000	0099367776	1984	3	1	0
0099368785	0000000000	0099368004	1984	2	1	0
0099368826	0000000000	0099367935	1984	3	1	0
2099369864	0000000000	0000000000	1963	2	1	0
0099367851	0000000000	2099369864	1974	2	1	0
0099368543	0000000000	0099367851	1981	3	1	0
0099368715	0000000000	0099367851	1983	2	1	0
0048002166	0000000000	0000000000	0000	2	1	0
0049031784	0000000000	0048002166	1965	2	1	0
0060006294	0000000000	0049031784	1969	1	1	0
2099369859	0000000000	0000000000	1962	2	1	0
0099367465	0060007265	2099369859	1969	2	1	0
