0000000001	0000000000	0000000000	0000	1	1	0
0000000002	3301553347	3301553350	1999	1	1	0
0000000003	0000000000	0000000000	0000	1	1	0
0000000004	0000000000	0000000000	2003	1	1	0
0000000005	0000000000	0000000000	0000	1	1	0
0000000006	3301553347	3301553350	1999	1	1	0
0000000007	3310052861	3340018986	0000	1	1	0
0000000008	3310133577	3340007811	0000	1	1	0
0000000445	0000000000	0000000000	0000	2	1	0
0000002282	0000000000	0000000000	0000	2	1	0
0000004277	0000000000	0000000000	0000	2	1	0
0000004316	0000000000	0000000000	0000	2	1	0
0000004502	0000000000	0000000000	0000	2	1	0
0000004503	0000000000	0000000000	0000	2	1	0
0000004578	0000000000	0000000000	0000	2	1	0
0000005484	0000000000	0000000000	0000	2	1	0
3301454751	4003370739	4003330741	1989	2	1	0
3301454752	4003370739	4003330738	1989	2	1	0
3301454753	4003370739	4003330740	1989	2	1	0
3301454754	4003370739	4003370743	1990	1	1	0
3301476681	4003370739	4003370577	1990	1	1	0
3301553339	0000000001	3301454752	1991	2	1	0
3301553340	3301454754	3301454752	1993	1	1	0
3301553341	3301476681	4003330738	1994	2	1	0
3301553342	3301476681	4003330738	1995	2	1	0
3301553343	3301476681	3301454753	1992	2	1	0
3301553344	3301476681	3301553350	1996	1	1	0
3301553345	3301476681	4003330738	1996	2	1	0
3301553346	3301476681	3301454753	1996	1	1	0
3301553347	3301476681	3301553339	1994	1	1	0
3301553348	3301476681	3301454753	1994	1	1	0
3301553349	3301553347	3301553350	1997	1	1	0
3301553350	3301476681	3301454753	1993	2	1	0
3301553351	3301553347	3301553339	1997	1	1	0
3301578291	3301553347	3301553343	1998	1	1	0
3301578292	3301553347	4003330738	1998	2	1	0
3301578293	3301553347	3301553342	1998	2	1	0
3301578294	3301553347	3301553339	1998	1	1	0
3310006218	0000000005	3310195032	2011	2	1	0
3310012248	3301553347	3301553345	1999	2	1	0
3310012249	3301553347	3301553342	1999	1	1	0
3310012250	3301553347	3301454753	1999	1	1	0
3310012251	3301553347	3301553343	1999	1	1	0
3310012252	3301553347	3301553342	2000	1	1	0
3310012253	3301553347	3301454753	2000	1	1	0
3310012254	3301553344	3301553339	2000	1	1	0
3310012255	3310012250	3310012248	2001	2	1	0
3310012256	3310012250	3301553342	2001	1	1	0
3310052859	3310012250	3301553339	2002	1	1	0
3310052860	3310012250	3301553345	2002	1	1	0
3310052861	3310012250	3301553345	2003	1	1	0
3310088030	0000000004	3301553343	2007	1	1	0
3310100051	3310174956	3310133578	2007	2	1	0
3310100392	3310052861	0000004277	2006	1	1	0
3310100393	3310052861	0000004578	2006	2	1	0
3310113193	3310052861	0000004503	2007	1	1	0
3310113194	3310052861	3340007811	2007	1	1	0
3310133577	3310012250	3310012248	2002	1	1	0
3310133578	0000000003	3301553343	2005	2	1	0
3310133579	7949970025	3310012255	2005	1	1	0
3310143825	3310174958	3310195031	2007	1	1	0
3310174956	7949970025	3301553345	2005	1	1	0
3310174957	7949970025	3310012248	2005	2	1	0
3310174958	0000000004	3310012255	2006	1	1	0
3310174959	0000000004	3301553343	2006	2	1	0
3310195030	0000000004	3310012248	2006	1	1	0
3310195031	0000000004	3301553345	2006	2	1	0
3310195032	0000000004	3310012255	2007	2	1	0
3310195033	0000000004	3301553345	2007	2	1	0
3310206384	3310052861	0000004316	2007	1	1	0
3310269704	0000000004	3310012248	2007	1	1	0
3310313039	0000000004	3301553339	2007	2	1	0
3310313040	0000000004	3310012255	2008	1	1	0
3310394359	3310052861	3340007811	2008	2	1	0
3310394360	3310052861	3310174957	2008	1	1	0
3310399680	3310052861	0000002282	2007	2	1	0
3310399681	3310052861	0000004578	2007	2	1	0
3310399682	3310052861	0000005484	2007	2	1	0
3310399683	3310052861	0000004502	2009	1	1	0
3310399684	3310052861	0000004503	2008	1	1	0
3310399685	3310174956	3310174957	2010	2	1	0
3310399686	3310133577	3310100393	2010	2	1	0
3310403826	3310174958	3310174959	2007	2	1	0
3310429960	0000000004	3310133578	2009	2	1	0
3310429961	0000000004	3301553343	2009	2	1	0
3310429962	0000000004	3301553339	2009	2	1	0
3310429963	0000000004	3310012248	2009	2	1	0
3310507202	3310052861	3340013015	2012	2	1	0
3310507204	3310394360	3310403826	2012	2	1	0
3310507206	3310394360	3340018989	2012	2	1	0
3310510831	3310394360	3310399686	2013	1	1	0
3310510832	3310052861	3310429961	2013	2	1	0
3310510834	3340018990	3310174959	2013	1	1	0
3310510835	3340018990	3340018991	2013	2	1	0
3310510836	3340018990	3340024040	2013	2	1	0
3310510837	3310052861	3340013015	2013	2	1	0
3310510839	3310052861	3310403826	2013	2	1	0
3310511070	3310088030	3340007811	2012	1	1	0
3310516326	3310133577	3340018988	2013	2	1	0
3310516327	3310133577	3310195031	2013	1	1	0
3310516328	4004294146	3310100051	2014	1	1	0
3310516330	4004294146	3340024045	2014	2	1	0
3310519151	3310052861	3310429960	2013	2	1	0
3310519152	4004294146	3310429962	2014	2	1	0
3310523166	3310088030	3310429961	2014	2	1	0
3310523168	3310088030	3310399686	2014	1	1	0
3310523169	3310088030	3340013015	2014	2	1	0
3310523170	3310088030	3310507202	2014	2	1	0
3310523171	3310088030	3310403826	2014	2	1	0
3310523172	3310088030	3340024042	2014	2	1	0
3310523173	3310133577	3340025631	2014	2	1	0
3310523174	4004294146	3340018988	2014	1	1	0
3310523175	4004294146	3310507204	2014	2	1	0
3310530194	4004294146	3310195031	2014	2	1	0
3310530195	4004294146	3310100051	2014	2	1	0
3340007806	3310052861	0000002282	2006	2	1	0
3340007807	3310052861	0000004316	2006	1	1	0
3340007808	3310052861	0000005484	2006	2	1	0
3340007809	3310052861	0000004503	2006	1	1	0
3340007810	3310052861	0000000445	2006	1	1	0
3340007811	0000000003	3301553342	2004	2	1	0
3340007812	0000000003	3310012248	2004	1	1	0
3340013013	0000000004	3310133578	2008	1	1	0
3340013014	0000000004	3301553345	2008	1	1	0
3340013015	0000000004	3301553343	2008	2	1	0
3340013016	0000000004	3310012248	2008	1	1	0
3340013017	0000000004	3310012255	2009	2	1	0
3340018071	3310113194	3310174959	2009	2	1	0
3340018073	3310052861	3310195033	2009	2	1	0
3340018075	3310052861	3310100051	2009	2	1	0
3340018986	3310052861	3310403826	2009	2	1	0
3340018987	3310052861	3310174959	2010	2	1	0
3340018988	3310052861	3310195031	2010	2	1	0
3340018989	3310052861	3310195033	2010	2	1	0
3340018990	3310133577	3310313039	2010	1	1	0
3340018991	3310052861	3340013015	2010	2	1	0
3340018992	3310052861	3310403826	2010	2	1	0
3340018994	3310052861	3310195031	2010	1	1	0
3340019964	3310113194	3310012255	2009	1	1	0
3340019965	3310113194	3310133578	2009	1	1	0
3340024040	3310052861	3310174959	2011	2	1	0
3340024041	3310052861	3340013015	2011	2	1	0
3340024042	3310088030	3340018987	2011	2	1	0
3340024043	3310088030	3310403826	2011	2	1	0
3340024044	3310052861	3340013017	2011	2	1	0
3340024045	3310052861	3310313039	2011	2	1	0
3340024046	3310052861	3310174959	2012	2	1	0
3340024047	3310088030	3340018075	2012	2	1	0
3340024048	3310052861	3310429961	2012	2	1	0
3340024049	3310052861	3310429963	2012	1	1	0
3340025631	3310052861	3340018075	2011	2	1	0
3340025632	3310133577	3340018988	2011	1	1	0
3340025633	3310133577	3310195031	2011	2	1	0
3340025634	3310133577	3310195033	2011	1	1	0
3340025635	3310133577	3340018988	2012	2	1	0
3340025636	3310133577	3310195031	2012	1	1	0
3340025637	3310133577	3310195033	2012	1	1	0
3340025638	3310052861	3310313039	2013	1	1	0
3340025639	3310133577	3310429962	2013	2	1	0
4003330738	0000000000	0000000000	0000	2	1	0
4003330740	0000000000	0000000000	0000	2	1	0
4003330741	0000000000	0000000000	0000	2	1	0
4003370574	0000000000	0000000000	0000	2	1	0
4003370577	0000000000	0000000000	0000	2	1	0
4003370579	0000000000	0000000000	0000	1	1	0
4003370739	0000000000	0000000000	0000	1	1	0
4003370743	0000000000	0000000000	0000	2	1	0
4004281810	3310133577	3310394359	2010	2	1	0
4004294145	0000000005	3310399681	2011	2	1	0
4004294146	3310088030	3310100393	2012	1	1	0
4004294149	3310088030	3310195032	2012	2	1	0
4004334487	3310088030	3340018992	2012	2	1	0
4004334488	3310088030	3310399681	2012	2	1	0
4004334907	3310052861	3310006218	2014	2	1	0
4004334908	3340018990	4004294145	2014	1	1	0
4004334909	3340018990	3340024047	2014	2	1	0
4004366172	3340018990	3310399681	2014	2	1	0
4004366173	3340018990	3340007811	2014	2	1	0
4004366174	3340018990	3340018986	2014	3	1	0
4004366175	3340018990	3340018992	2014	2	1	0
7949970025	0000000000	0000000000	2004	1	1	0
3310532743	3310133577	3310507206	2014	1	1	0
3310532744	3340018990	3310429961	2015	2	1	0
3310532745	4004294146	3340024045	2015	2	1	0
3310532746	3340018990	3310429963	2015	1	1	0
3310532747	3340018990	3340018989	2015	2	1	0
3310532748	3340018990	3340024044	2015	2	1	0
3310532749	3340018990	3340024042	2015	1	1	0
3310532750	3340018990	3310510837	2015	1	1	0
3310532751	3340018990	3310510832	2015	1	1	0
3210532752	3340018990	3340013015	2015	1	1	0
3310539898	3340018990	3340024046	2015	2	1	0
3310530197	4004294146	3310313039	2015	1	1	0
3310530198	4004294146	3340025633	2015	1	1	0
3310530199	4004294146	3310174957	2015	1	1	0
3310530200	4004294146	3310516326	2015	2	1	0
4004379514	3310088030	3340013017	2015	2	1	0
4004379515	3310133577	4004334488	2015	1	1	0
4004366176	3340018990	3310100393	2015	1	1	0
3310539907	3310510834	3310403826	2015	1	1	0
3310539900	3340018990	3310195033	2015	1	1	0
3310539901	3340018990	3340018075	2015	2	1	0
3310539902	3340018990	3340024040	2015	2	1	0
3310539903	3340018990	3310174959	2015	2	1	0
3310539904	3340018990	3340018987	2015	2	1	0
3310539905	3340018990	3340024041	2015	1	1	0
3310539906	3340018990	3340018991	2015	1	1	0
3310530201	4004294146	3310516330	2015	2	1	0
3310547387	4004294146	3310195031	2015	2	1	0
3310539899	3340018990	3340018988	2015	2	1	0
3310546219	3310511070	3340025639	2015	2	1	0
3310546220	3310511070	3340018989	2016	1	1	0
3310546221	3310511070	3310429963	2016	2	1	0
3310546222	3310511070	3310510839	2016	2	1	0
3310546223	3310511070	3340024044	2016	1	1	0
3310546224	3310511070	3310429961	2016	2	1	0
3310546225	3310511070	3310507204	2016	2	1	0
3310546227	3310511070	3310523173	2016	1	1	0
3310546228	3310511070	3340024046	2016	2	1	0
3310546230	3310088030	3340024047	2016	1	1	0
3310546232	3310511070	3340024045	2016	1	1	0
3310546226	3340018990	3340025631	2016	2	1	0
3310546229	3340018990	3310507202	2016	1	1	0
3310546231	3340018990	3310507206	2016	1	1	0
3310547388	3310510831	3310100051	2015	2	1	0
3310547389	3310510831	3310313039	2016	1	1	0
3310547390	3310510831	3310519152	2016	2	1	0
3310547391	3310510831	3310530194	2016	2	1	0
3310547392	3310052861	3310429960	2016	2	1	0
4004379516	3310133577	3310006218	2015	2	1	0
4004379517	3310088030	3310195032	2015	1	1	0
4004379518	3310088030	3310519151	2015	2	1	0
4004379519	3310133577	4004294149	2015	1	1	0
4004379520	3310133577	3310399681	2015	1	1	0
4004379521	3310133577	3310399686	2015	1	1	0
4004379522	3340025638	3340007811	2016	2	1	0
4004379523	4004294146	3340018986	2016	2	1	0
3310551490	3310510831	3340025633	2016	2	1	0
3310551491	3310510831	3310174957	2016	3	1	0
3310551492	3310510831	3310516326	2016	1	1	0
3310546233	3340018990	3340024048	2016	2	1	0
3310553902	3310511070	3310523171	2016	1	1	0
3310553905	3310511070	3310523166	2016	1	1	0
3310553908	3310511070	3340013015	2016	2	1	0
3310553911	3310511070	3310523170	2016	1	1	0
